id,provider,study,soil,dataset,sample,ecosystem,climate,soil.t,mdw,mvol,mps,mwhc,mwplog,mwp,fun.mdw,fun.mvol,fun.mps,fun.mwhc,fun.mwplog,fun.mwplog.2,bd,c.org,ps,clay,silt,sand,whc,ph,n.org,CtoN,som,pd,min.rel,co2ac.dw,co2ac.om,co2.dw,co2.om,co2.20dw,co2.20om,no3,id.old
1,Literature,Bowden1998,Bowden1998_HF,Bowden1998_16,,Forest,Unknown,16,,0.152,,0.189,,,x,p3,x,p3,x,x,0.25,,,,,,3.22,3.3,,,,,0.369,,,3.593,,,,,3
1,Literature,Bowden1998,Bowden1998_HF,Bowden1998_16,,Forest,Unknown,16,,0.45,,0.559,,,x,p3,x,p3,x,x,0.25,,,,,,3.22,3.3,,,,,0.712,,,6.929,,,,,3
1,Literature,Bowden1998,Bowden1998_HF,Bowden1998_16,,Forest,Unknown,16,,0.623,,0.774,,,x,p3,x,p3,x,x,0.25,,,,,,3.22,3.3,,,,,1,,,9.73,,,,,3
1,Literature,Bowden1998,Bowden1998_HF,Bowden1998_20,,Forest,Unknown,20,,0.131,,0.162,,,x,p3,x,p3,x,x,0.25,,,,,,3.22,3.3,,,,,0.26,,,3.319,,,,,2
1,Literature,Bowden1998,Bowden1998_HF,Bowden1998_20,,Forest,Unknown,20,,0.485,,0.602,,,x,p3,x,p3,x,x,0.25,,,,,,3.22,3.3,,,,,0.88,,,11.239,,,,,2
1,Literature,Bowden1998,Bowden1998_HF,Bowden1998_20,,Forest,Unknown,20,,0.57,,0.708,,,x,p3,x,p3,x,x,0.25,,,,,,3.22,3.3,,,,,0.922,,,11.781,,,,,2
1,Literature,Bowden1998,Bowden1998_HF,Bowden1998_20,,Forest,Unknown,20,,0.715,,0.888,,,x,p3,x,p3,x,x,0.25,,,,,,3.22,3.3,,,,,1,,,12.777,,,,,2
1,Literature,Bowden1998,Bowden1998_HF,Bowden1998_25,,Forest,Unknown,25,,0.123,,0.152,,,x,p3,x,p3,x,x,0.25,,,,,,3.22,3.3,,,,,0.302,,,5.13,,,,,1
1,Literature,Bowden1998,Bowden1998_HF,Bowden1998_25,,Forest,Unknown,25,,0.472,,0.587,,,x,p3,x,p3,x,x,0.25,,,,,,3.22,3.3,,,,,1,,,16.996,,,,,1
1,Literature,Bowden1998,Bowden1998_HF,Bowden1998_25,,Forest,Unknown,25,,0.568,,0.705,,,x,p3,x,p3,x,x,0.25,,,,,,3.22,3.3,,,,,0.939,,,15.958,,,,,1
1,Literature,Bowden1998,Bowden1998_HF,Bowden1998_25,,Forest,Unknown,25,,0.716,,0.889,,,x,p3,x,p3,x,x,0.25,,,,,,3.22,3.3,,,,,0.888,,,15.097,,,,,1
1,Literature,Bowden1998,Bowden1998_HF,Bowden1998_25,,Forest,Unknown,25,,0.739,,0.918,,,x,p3,x,p3,x,x,0.25,,,,,,3.22,3.3,,,,,0.514,,,8.736,,,,,1
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.187,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.138,,,0.462,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.202,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.194,,,0.649,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.218,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.23,,,0.767,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.235,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.218,,,0.73,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.255,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.245,,,0.82,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.259,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.319,,,1.067,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.273,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.26,,,0.87,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.273,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.339,,,1.133,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.312,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.322,,,1.075,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.326,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.335,,,1.119,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.331,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.392,,,1.309,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.337,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.424,,,1.417,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.346,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.415,,,1.387,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.382,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.376,,,1.256,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.398,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.409,,,1.366,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.432,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.52,,,1.739,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.437,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.611,,,2.041,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.449,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.551,,,1.841,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.454,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.668,,,2.234,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.454,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.551,,,1.842,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.456,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.612,,,2.044,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.469,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.646,,,2.158,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.48,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.639,,,2.137,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.48,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.706,,,2.361,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.48,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.602,,,2.011,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.484,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.616,,,2.06,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.485,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.712,,,2.38,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.504,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.688,,,2.3,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.507,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.561,,,1.874,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.509,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.707,,,2.363,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.509,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.696,,,2.325,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.509,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.684,,,2.286,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.509,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.76,,,2.539,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.509,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.637,,,2.129,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.509,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.713,,,2.381,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.51,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.737,,,2.462,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.52,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.813,,,2.716,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.52,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.807,,,2.696,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.52,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.725,,,2.425,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.52,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.789,,,2.637,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.52,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.775,,,2.591,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.52,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.676,,,2.261,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.52,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.863,,,2.886,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.534,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.967,,,3.231,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.534,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.863,,,2.883,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.535,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.709,,,2.371,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.538,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.835,,,2.79,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.56,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.906,,,3.028,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.56,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.882,,,2.949,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.56,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.843,,,2.818,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.56,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.925,,,3.091,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.56,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.852,,,2.846,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.57,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.852,,,2.847,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.57,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.823,,,2.752,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.57,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,1,,,3.342,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.57,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.783,,,2.618,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.57,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.922,,,3.081,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.57,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.895,,,2.99,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.57,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.771,,,2.578,,,,,10
2,Cook,Cook_1985,Naike,Naike,,Unknown,Unknown,,0.571,,,,,,p4,x,x,x,x,x,,,,,,,,,,,,,0.962,,,3.215,,,,,10
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.014,0.018,0.036,0.077,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.038,989.588,15462.314,0.038,0.593,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.014,0.019,0.036,0.078,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.06,988.421,15444.086,0.059,0.926,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.015,0.019,0.037,0.08,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.021,987.457,15429.023,0.021,0.329,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.039,0.051,0.097,0.211,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.142,977.678,15276.224,0.142,2.217,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.051,0.066,0.127,0.274,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.251,968.221,15128.448,0.252,3.94,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.052,0.067,0.13,0.281,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.206,962.704,15042.254,0.208,3.243,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.082,0.106,0.204,0.443,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.323,936.837,14638.071,0.331,5.178,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.083,0.108,0.207,0.449,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.346,928.572,14508.934,0.357,5.584,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.085,0.11,0.212,0.459,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.403,919.267,14363.554,0.418,6.531,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.086,0.112,0.215,0.466,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.363,909.708,14214.193,0.379,5.915,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.088,0.115,0.221,0.479,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.372,881.88,13779.376,0.394,6.163,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.089,0.116,0.224,0.485,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.4,872.03,13625.463,0.426,6.663,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.091,0.119,0.229,0.495,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.392,861.868,13466.686,0.42,6.568,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.093,0.121,0.232,0.502,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.411,851.496,13304.63,0.444,6.936,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.094,0.122,0.235,0.51,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.426,840.617,13134.638,0.463,7.23,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.099,0.128,0.247,0.535,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.48,792.737,12386.522,0.535,8.356,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.1,0.13,0.25,0.542,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.525,779.242,12175.66,0.59,9.216,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.101,0.132,0.253,0.549,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.512,765.214,11956.475,0.579,9.05,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.103,0.134,0.258,0.558,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.504,751.381,11740.321,0.574,8.963,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.106,0.138,0.266,0.577,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.57,691.776,10808.993,0.668,10.439,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.108,0.14,0.27,0.584,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.653,674.507,10539.165,0.771,12.046,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.11,0.143,0.275,0.595,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.639,656.122,10251.91,0.761,11.892,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.111,0.145,0.278,0.603,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.577,638.674,9979.289,0.693,10.827,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.117,0.152,0.293,0.635,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.68,565.046,8828.85,0.841,13.141,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.119,0.154,0.297,0.642,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.691,544.615,8509.606,0.862,13.463,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.12,0.156,0.3,0.649,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.675,524.093,8188.951,0.849,13.258,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.121,0.158,0.303,0.657,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.68,503.578,7868.4,0.861,13.454,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.127,0.165,0.317,0.687,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.776,413.582,6462.216,1.014,15.841,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.129,0.167,0.321,0.696,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.755,389.473,6085.508,0.995,15.551,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.13,0.169,0.326,0.706,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.77,365.256,5707.129,1.023,15.981,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.132,0.171,0.329,0.714,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.71,341.585,5337.269,0.95,14.841,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.136,0.177,0.341,0.738,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.838,240.699,3760.917,1.152,18,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.138,0.179,0.345,0.747,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.731,214.734,3355.216,1.012,15.809,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.139,0.181,0.348,0.754,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,0.814,188.984,2952.869,1.134,17.72,,,,11
3,Cook,Cook_NotPub,FOXT_0-10,texture1,,Unknown,Unknown,25,0.145,0.188,0.361,0.783,,,p2,p2,p2,p2,x,x,1.3,0.064,0.48,0.155,0.055,0.79,0.24,5.4,0.0047,13.62,0.11,2.5,1,34.554,539.903,1.44,22.496,,,,11
4,Cook,Cook_NotPub,HORO_0-10,texture1,,Unknown,Unknown,25,0.308,0.281,0.427,0.519,,,p2,p2,p2,p2,x,x,0.86,0.055,0.659,0.17,0.33,0.5,,5.7,0.0055,10,0.095,2.52,0.477,2090.252,38004.575,0.575,10.452,,,,12
4,Cook,Cook_NotPub,HORO_0-10,texture1,,Unknown,Unknown,25,0.31,0.284,0.43,0.523,,,p2,p2,p2,p2,x,x,0.86,0.055,0.659,0.17,0.33,0.5,,5.7,0.0055,10,0.095,2.52,0.431,2077.068,37764.868,0.524,9.524,,,,12
4,Cook,Cook_NotPub,HORO_0-10,texture1,,Unknown,Unknown,25,0.312,0.285,0.432,0.526,,,p2,p2,p2,p2,x,x,0.86,0.055,0.659,0.17,0.33,0.5,,5.7,0.0055,10,0.095,2.52,0.519,2063.168,37512.141,0.635,11.537,,,,12
4,Cook,Cook_NotPub,HORO_0-10,texture1,,Unknown,Unknown,25,0.361,0.33,0.501,0.609,,,p2,p2,p2,p2,x,x,0.86,0.055,0.659,0.17,0.33,0.5,,5.7,0.0055,10,0.095,2.52,0.564,1981.807,36032.848,0.721,13.118,,,,12
4,Cook,Cook_NotPub,HORO_0-10,texture1,,Unknown,Unknown,25,0.373,0.341,0.517,0.628,,,p2,p2,p2,p2,x,x,0.86,0.055,0.659,0.17,0.33,0.5,,5.7,0.0055,10,0.095,2.52,0.782,1463.802,26614.574,1.277,23.221,,,,12
4,Cook,Cook_NotPub,HORO_0-10,texture1,,Unknown,Unknown,25,0.378,0.345,0.524,0.637,,,p2,p2,p2,p2,x,x,0.86,0.055,0.659,0.17,0.33,0.5,,5.7,0.0055,10,0.095,2.52,0.613,1945.295,35369.005,0.8,14.542,,,,12
4,Cook,Cook_NotPub,HORO_0-10,texture1,,Unknown,Unknown,25,0.38,0.347,0.527,0.641,,,p2,p2,p2,p2,x,x,0.86,0.055,0.659,0.17,0.33,0.5,,5.7,0.0055,10,0.095,2.52,0.602,1926.184,35021.526,0.793,14.414,,,,12
4,Cook,Cook_NotPub,HORO_0-10,texture1,,Unknown,Unknown,25,0.422,0.386,0.586,0.712,,,p2,p2,p2,p2,x,x,0.86,0.055,0.659,0.17,0.33,0.5,,5.7,0.0055,10,0.095,2.52,0.684,1842.978,33508.689,0.941,17.103,,,,12
4,Cook,Cook_NotPub,HORO_0-10,texture1,,Unknown,Unknown,25,0.424,0.387,0.588,0.715,,,p2,p2,p2,p2,x,x,0.86,0.055,0.659,0.17,0.33,0.5,,5.7,0.0055,10,0.095,2.52,0.626,1821.26,33113.824,0.869,15.802,,,,12
4,Cook,Cook_NotPub,HORO_0-10,texture1,,Unknown,Unknown,25,0.426,0.39,0.592,0.719,,,p2,p2,p2,p2,x,x,0.86,0.055,0.659,0.17,0.33,0.5,,5.7,0.0055,10,0.095,2.52,0.755,1798.105,32692.815,1.06,19.282,,,,12
4,Cook,Cook_NotPub,HORO_0-10,texture1,,Unknown,Unknown,25,0.429,0.392,0.594,0.723,,,p2,p2,p2,p2,x,x,0.86,0.055,0.659,0.17,0.33,0.5,,5.7,0.0055,10,0.095,2.52,0.704,1773.359,32242.892,1.002,18.212,,,,12
4,Cook,Cook_NotPub,HORO_0-10,texture1,,Unknown,Unknown,25,0.432,0.395,0.599,0.728,,,p2,p2,p2,p2,x,x,0.86,0.055,0.659,0.17,0.33,0.5,,5.7,0.0055,10,0.095,2.52,0.685,1700.992,30927.129,1.009,18.337,,,,12
4,Cook,Cook_NotPub,HORO_0-10,texture1,,Unknown,Unknown,25,0.434,0.396,0.601,0.731,,,p2,p2,p2,p2,x,x,0.86,0.055,0.659,0.17,0.33,0.5,,5.7,0.0055,10,0.095,2.52,0.7,1676.377,30479.586,1.043,18.958,,,,12
4,Cook,Cook_NotPub,HORO_0-10,texture1,,Unknown,Unknown,25,0.436,0.399,0.605,0.736,,,p2,p2,p2,p2,x,x,0.86,0.055,0.659,0.17,0.33,0.5,,5.7,0.0055,10,0.095,2.52,0.706,1651.102,30020.037,1.064,19.338,,,,12
4,Cook,Cook_NotPub,HORO_0-10,texture1,,Unknown,Unknown,25,0.438,0.4,0.608,0.739,,,p2,p2,p2,p2,x,x,0.86,0.055,0.659,0.17,0.33,0.5,,5.7,0.0055,10,0.095,2.52,0.723,1625.115,29547.547,1.102,20.037,,,,12
