id,provider,study,soil,dataset,sample,ecosystem,climate,soil.t,mdw,mvol,mps,mwhc,mwplog,mwp,fun.mdw,fun.mvol,fun.mps,fun.mwhc,fun.mwplog,fun.mwplog.2,bd,c.org,ps,clay,silt,sand,whc,ph,n.org,CtoN,som,pd,min.rel,co2ac.dw,co2ac.om,co2.dw,co2.om,co2.20dw,co2.20om,no3,id.old
49,Franzluebers,Franzluebers_1999,FARM_08,FARM_n,,Grassland,Temperate,25,0.32,0.334,0.551,,0.729,5.36,p3,p3,p3,x,p3,p3,1.044,0.029,0.596,0.215,0.275,0.51,,6.3,0.0017,16.9,0.051,2.58,0.899,,,1.393,47.366,,,,57
49,Franzluebers,Franzluebers_1999,FARM_08,FARM_n,,Grassland,Temperate,25,0.388,0.371,0.58,,0.574,3.75,p3,p3,p3,x,p3,p3,0.956,0.029,0.63,0.215,0.275,0.51,,6.3,0.0017,16.9,0.051,2.58,0.933,,,1.412,48.019,,,,57
49,Franzluebers,Franzluebers_1999,FARM_08,FARM_n,,Grassland,Temperate,25,0.456,0.431,0.67,,0.328,2.13,p3,p3,p3,x,p3,p3,0.945,0.029,0.634,0.215,0.275,0.51,,6.3,0.0017,16.9,0.051,2.58,0.982,,,1.414,48.107,,,,57
50,Franzluebers,Franzluebers_1999,FARM_09,FARM_n,,Grassland,Temperate,25,0.046,0.048,0.08,,3.716,5194.42,p3,p3,p3,x,p3,p3,1.046,0.017,0.599,0.255,0.205,0.54,,6.5,0.0012,14.5,0.03,2.61,0.228,,,0.3,17.214,,,,58
50,Franzluebers,Franzluebers_1999,FARM_09,FARM_n,,Grassland,Temperate,25,0.114,0.117,0.19,,3.079,1199.21,p3,p3,p3,x,p3,p3,1.023,0.017,0.608,0.255,0.205,0.54,,6.5,0.0012,14.5,0.03,2.61,0.813,,,1.06,60.947,,,,58
50,Franzluebers,Franzluebers_1999,FARM_09,FARM_n,,Grassland,Temperate,25,0.182,0.194,0.326,,1.624,42.09,p3,p3,p3,x,p3,p3,1.068,0.017,0.591,0.255,0.205,0.54,,6.5,0.0012,14.5,0.03,2.61,0.833,,,1.159,66.581,,,,58
50,Franzluebers,Franzluebers_1999,FARM_09,FARM_n,,Grassland,Temperate,25,0.228,0.254,0.438,,1.01,10.23,p3,p3,p3,x,p3,p3,1.114,0.017,0.573,0.255,0.205,0.54,,6.5,0.0012,14.5,0.03,2.61,0.923,,,1.217,69.944,,,,58
50,Franzluebers,Franzluebers_1999,FARM_09,FARM_n,,Grassland,Temperate,25,0.274,0.276,0.444,,0.714,5.18,p3,p3,p3,x,p3,p3,1.006,0.017,0.614,0.255,0.205,0.54,,6.5,0.0012,14.5,0.03,2.61,0.926,,,1.243,71.443,,,,58
50,Franzluebers,Franzluebers_1999,FARM_09,FARM_n,,Grassland,Temperate,25,0.32,0.354,0.608,,0.461,2.89,p3,p3,p3,x,p3,p3,1.106,0.017,0.576,0.255,0.205,0.54,,6.5,0.0012,14.5,0.03,2.61,1.019,,,1.323,76.015,,,,58
50,Franzluebers,Franzluebers_1999,FARM_09,FARM_n,,Grassland,Temperate,25,0.388,0.416,0.7,,0.193,1.56,p3,p3,p3,x,p3,p3,1.073,0.017,0.589,0.255,0.205,0.54,,6.5,0.0012,14.5,0.03,2.61,0.971,,,1.241,71.342,,,,58
50,Franzluebers,Franzluebers_1999,FARM_09,FARM_n,,Grassland,Temperate,25,0.456,0.483,0.805,,0.678,4.76,p3,p3,p3,x,p3,p3,1.059,0.017,0.594,0.255,0.205,0.54,,6.5,0.0012,14.5,0.03,2.61,0.855,,,1.06,60.898,,,,58
51,Franzluebers,Franzluebers_1999,FARM_10,FARM_n,,Grassland,Temperate,25,0.046,0.051,0.088,,3.613,4100.15,p3,p3,p3,x,p3,p3,1.111,0.012,0.576,0.245,0.145,0.61,,6.5,0.0008,14.22,0.02,2.62,0.182,,,0.205,17.359,,,,59
51,Franzluebers,Franzluebers_1999,FARM_10,FARM_n,,Grassland,Temperate,25,0.114,0.135,0.244,,2.464,291.34,p3,p3,p3,x,p3,p3,1.185,0.012,0.548,0.245,0.145,0.61,,6.5,0.0008,14.22,0.02,2.62,0.669,,,0.7,59.301,,,,59
51,Franzluebers,Franzluebers_1999,FARM_10,FARM_n,,Grassland,Temperate,25,0.182,0.213,0.38,,0.929,8.5,p3,p3,p3,x,p3,p3,1.168,0.012,0.555,0.245,0.145,0.61,,6.5,0.0008,14.22,0.02,2.62,0.908,,,0.955,80.897,,,,59
51,Franzluebers,Franzluebers_1999,FARM_10,FARM_n,,Grassland,Temperate,25,0.228,0.264,0.469,,0.504,3.19,p3,p3,p3,x,p3,p3,1.157,0.012,0.559,0.245,0.145,0.61,,6.5,0.0008,14.22,0.02,2.62,0.919,,,0.943,79.954,,,,59
51,Franzluebers,Franzluebers_1999,FARM_10,FARM_n,,Grassland,Temperate,25,0.274,0.319,0.57,,0.489,3.08,p3,p3,p3,x,p3,p3,1.166,0.012,0.556,0.245,0.145,0.61,,6.5,0.0008,14.22,0.02,2.62,1.038,,,1.047,88.744,,,,59
51,Franzluebers,Franzluebers_1999,FARM_10,FARM_n,,Grassland,Temperate,25,0.32,0.35,0.596,,0.423,2.65,p3,p3,p3,x,p3,p3,1.094,0.012,0.583,0.245,0.145,0.61,,6.5,0.0008,14.22,0.02,2.62,0.945,,,0.957,81.123,,,,59
51,Franzluebers,Franzluebers_1999,FARM_10,FARM_n,,Grassland,Temperate,25,0.388,0.449,0.797,,0.387,2.44,p3,p3,p3,x,p3,p3,1.157,0.012,0.559,0.245,0.145,0.61,,6.5,0.0008,14.22,0.02,2.62,0.879,,,0.876,74.213,,,,59
51,Franzluebers,Franzluebers_1999,FARM_10,FARM_n,,Grassland,Temperate,25,0.456,0.474,0.78,,0.121,1.32,p3,p3,p3,x,p3,p3,1.04,0.012,0.604,0.245,0.145,0.61,,6.5,0.0008,14.22,0.02,2.62,0.603,,,0.503,42.641,,,,59
52,Franzluebers,Franzluebers_1999,FARM_11,FARM_n,,Grassland,Temperate,25,0.046,0.057,0.105,,3.367,2326.56,p2,p2,p2,x,n,n,1.229,0.014,0.531,0.11,0.11,0.78,,6,0.001,14.38,0.024,2.62,0.464,,,0.528,38.243,,,,60
52,Franzluebers,Franzluebers_1999,FARM_11,FARM_n,,Grassland,Temperate,25,0.114,0.134,0.242,,1.564,36.63,p2,p2,p2,x,n,n,1.179,0.014,0.55,0.11,0.11,0.78,,6,0.001,14.38,0.024,2.62,0.795,,,0.915,66.321,,,,60
52,Franzluebers,Franzluebers_1999,FARM_11,FARM_n,,Grassland,Temperate,25,0.182,0.215,0.387,,0.785,6.1,p2,p2,p2,x,n,n,1.179,0.014,0.55,0.11,0.11,0.78,,6,0.001,14.38,0.024,2.62,0.87,,,1.017,73.732,,,,60
52,Franzluebers,Franzluebers_1999,FARM_11,FARM_n,,Grassland,Temperate,25,0.228,0.285,0.54,,0.609,4.06,p2,p2,p2,x,n,n,1.25,0.014,0.523,0.11,0.11,0.78,,6,0.001,14.38,0.024,2.62,1.005,,,1.13,81.862,,,,60
52,Franzluebers,Franzluebers_1999,FARM_11,FARM_n,,Grassland,Temperate,25,0.274,0.317,0.563,,0.496,3.13,p2,p2,p2,x,n,n,1.157,0.014,0.558,0.11,0.11,0.78,,6,0.001,14.38,0.024,2.62,0.886,,,1.019,73.863,,,,60
52,Franzluebers,Franzluebers_1999,FARM_11,FARM_n,,Grassland,Temperate,25,0.32,0.376,0.677,,0.32,2.09,p2,p2,p2,x,n,n,1.177,0.014,0.551,0.11,0.11,0.78,,6,0.001,14.38,0.024,2.62,1.095,,,1.27,92.043,,,,60
52,Franzluebers,Franzluebers_1999,FARM_11,FARM_n,,Grassland,Temperate,25,0.388,0.423,0.718,,0.305,2.02,p2,p2,p2,x,n,n,1.089,0.014,0.584,0.11,0.11,0.78,,6,0.001,14.38,0.024,2.62,0.796,,,0.898,65.078,,,,60
52,Franzluebers,Franzluebers_1999,FARM_11,FARM_n,,Grassland,Temperate,25,0.456,0.504,0.866,,-0.143,0.72,p2,p2,p2,x,n,n,1.106,0.014,0.577,0.11,0.11,0.78,,6,0.001,14.38,0.024,2.62,0.71,,,0.672,48.698,,,,60
53,Franzluebers,Franzluebers_1999,FARM_12,FARM_n,,Grassland,Temperate,25,0.046,0.05,0.085,,3.446,2790.37,p3,p3,p3,x,p3,p3,1.092,0.015,0.582,0.15,0.125,0.725,,6,0.0011,14.21,0.026,2.61,0.315,,,0.466,30.654,,,,61
53,Franzluebers,Franzluebers_1999,FARM_12,FARM_n,,Grassland,Temperate,25,0.114,0.122,0.203,,2.26,181.85,p3,p3,p3,x,p3,p3,1.066,0.015,0.592,0.15,0.125,0.725,,6,0.0011,14.21,0.026,2.61,0.658,,,0.976,64.196,,,,61
53,Franzluebers,Franzluebers_1999,FARM_12,FARM_n,,Grassland,Temperate,25,0.182,0.207,0.362,,0.956,9.03,p3,p3,p3,x,p3,p3,1.136,0.015,0.565,0.15,0.125,0.725,,6,0.0011,14.21,0.026,2.61,0.785,,,1.176,77.378,,,,61
53,Franzluebers,Franzluebers_1999,FARM_12,FARM_n,,Grassland,Temperate,25,0.228,0.26,0.455,,0.689,4.89,p3,p3,p3,x,p3,p3,1.139,0.015,0.564,0.15,0.125,0.725,,6,0.0011,14.21,0.026,2.61,1.197,,,1.954,128.537,,,,61
53,Franzluebers,Franzluebers_1999,FARM_12,FARM_n,,Grassland,Temperate,25,0.274,0.319,0.568,,0.494,3.12,p3,p3,p3,x,p3,p3,1.163,0.015,0.555,0.15,0.125,0.725,,6,0.0011,14.21,0.026,2.61,0.75,,,1.162,76.469,,,,61
53,Franzluebers,Franzluebers_1999,FARM_12,FARM_n,,Grassland,Temperate,25,0.32,0.361,0.629,,0.384,2.42,p3,p3,p3,x,p3,p3,1.129,0.015,0.568,0.15,0.125,0.725,,6,0.0011,14.21,0.026,2.61,0.891,,,1.271,83.587,,,,61
53,Franzluebers,Franzluebers_1999,FARM_12,FARM_n,,Grassland,Temperate,25,0.388,0.435,0.754,,0.161,1.45,p3,p3,p3,x,p3,p3,1.121,0.015,0.571,0.15,0.125,0.725,,6,0.0011,14.21,0.026,2.61,1.134,,,1.559,102.566,,,,61
53,Franzluebers,Franzluebers_1999,FARM_12,FARM_n,,Grassland,Temperate,25,0.456,0.506,0.869,,0.053,1.13,p3,p3,p3,x,p3,p3,1.109,0.015,0.576,0.15,0.125,0.725,,6,0.0011,14.21,0.026,2.61,0.621,,,0.732,48.148,,,,61
54,Franzluebers,Franzluebers_1999,FARM_13,FARM_n,,Grassland,Temperate,25,0.046,0.05,0.085,,3.591,3895.91,p3,p3,p3,x,p4,p4,1.092,0.016,0.582,0.21,0.175,0.615,,6.1,0.0011,14.77,0.028,2.61,0.575,,,0.719,44.628,,,,62
54,Franzluebers,Franzluebers_1999,FARM_13,FARM_n,,Grassland,Temperate,25,0.114,0.126,0.216,,2.829,674.38,p3,p3,p3,x,p4,p4,1.104,0.016,0.578,0.21,0.175,0.615,,6.1,0.0011,14.77,0.028,2.61,0.57,,,0.821,50.969,,,,62
54,Franzluebers,Franzluebers_1999,FARM_13,FARM_n,,Grassland,Temperate,25,0.182,0.194,0.326,,1.417,26.15,p3,p3,p3,x,p4,p4,1.068,0.016,0.591,0.21,0.175,0.615,,6.1,0.0011,14.77,0.028,2.61,0.863,,,1.199,74.453,,,,62
54,Franzluebers,Franzluebers_1999,FARM_13,FARM_n,,Grassland,Temperate,25,0.228,0.246,0.414,,0.883,7.64,p3,p3,p3,x,p4,p4,1.078,0.016,0.588,0.21,0.175,0.615,,6.1,0.0011,14.77,0.028,2.61,1.055,,,1.41,87.548,,,,62
54,Franzluebers,Franzluebers_1999,FARM_13,FARM_n,,Grassland,Temperate,25,0.274,0.304,0.524,,0.631,4.28,p3,p3,p3,x,p4,p4,1.111,0.016,0.575,0.21,0.175,0.615,,6.1,0.0011,14.77,0.028,2.61,0.882,,,1.205,74.859,,,,62
54,Franzluebers,Franzluebers_1999,FARM_13,FARM_n,,Grassland,Temperate,25,0.32,0.33,0.54,,0.415,2.6,p3,p3,p3,x,p4,p4,1.031,0.016,0.605,0.21,0.175,0.615,,6.1,0.0011,14.77,0.028,2.61,0.993,,,1.361,84.563,,,,62
54,Franzluebers,Franzluebers_1999,FARM_13,FARM_n,,Grassland,Temperate,25,0.388,0.428,0.734,,0.431,2.7,p3,p3,p3,x,p4,p4,1.104,0.016,0.578,0.21,0.175,0.615,,6.1,0.0011,14.77,0.028,2.61,0.863,,,1.187,73.714,,,,62
54,Franzluebers,Franzluebers_1999,FARM_13,FARM_n,,Grassland,Temperate,25,0.456,0.494,0.834,,0.215,1.64,p3,p3,p3,x,p4,p4,1.082,0.016,0.586,0.21,0.175,0.615,,6.1,0.0011,14.77,0.028,2.61,0.722,,,0.794,49.332,,,,62
55,Franzluebers,Franzluebers_1999,FARM_14,FARM_n,,Grassland,Temperate,25,0.046,0.048,0.078,,3.624,4203.97,p3,p3,p3,x,p3,p3,1.037,0.019,0.602,0.245,0.22,0.535,,6.2,0.0013,15.12,0.033,2.61,0.184,,,0.315,16.67,,,,63
55,Franzluebers,Franzluebers_1999,FARM_14,FARM_n,,Grassland,Temperate,25,0.114,0.118,0.193,,3.115,1304.46,p3,p3,p3,x,p3,p3,1.033,0.019,0.604,0.245,0.22,0.535,,6.2,0.0013,15.12,0.033,2.61,0.504,,,0.808,42.731,,,,63
55,Franzluebers,Franzluebers_1999,FARM_14,FARM_n,,Grassland,Temperate,25,0.182,0.169,0.261,,1.589,38.78,p3,p3,p3,x,p3,p3,0.931,0.019,0.643,0.245,0.22,0.535,,6.2,0.0013,15.12,0.033,2.61,0.824,,,1.226,64.883,,,,63
55,Franzluebers,Franzluebers_1999,FARM_14,FARM_n,,Grassland,Temperate,25,0.228,0.224,0.357,,0.904,8.01,p3,p3,p3,x,p3,p3,0.984,0.019,0.622,0.245,0.22,0.535,,6.2,0.0013,15.12,0.033,2.61,0.88,,,1.373,72.628,,,,63
55,Franzluebers,Franzluebers_1999,FARM_14,FARM_n,,Grassland,Temperate,25,0.274,0.292,0.489,,0.649,4.46,p3,p3,p3,x,p3,p3,1.066,0.019,0.591,0.245,0.22,0.535,,6.2,0.0013,15.12,0.033,2.61,0.877,,,1.453,76.874,,,,63
55,Franzluebers,Franzluebers_1999,FARM_14,FARM_n,,Grassland,Temperate,25,0.32,0.327,0.533,,0.517,3.29,p3,p3,p3,x,p3,p3,1.023,0.019,0.608,0.245,0.22,0.535,,6.2,0.0013,15.12,0.033,2.61,0.868,,,1.334,70.581,,,,63
55,Franzluebers,Franzluebers_1999,FARM_14,FARM_n,,Grassland,Temperate,25,0.388,0.39,0.629,,0.201,1.59,p3,p3,p3,x,p3,p3,1.006,0.019,0.614,0.245,0.22,0.535,,6.2,0.0013,15.12,0.033,2.61,0.972,,,1.437,76.036,,,,63
55,Franzluebers,Franzluebers_1999,FARM_14,FARM_n,,Grassland,Temperate,25,0.456,0.485,0.811,,0.199,1.58,p3,p3,p3,x,p3,p3,1.064,0.019,0.592,0.245,0.22,0.535,,6.2,0.0013,15.12,0.033,2.61,0.936,,,1.383,73.158,,,,63
56,Franzluebers,Franzluebers_1999,FARM_15,FARM_n,,Grassland,Temperate,25,0.046,0.045,0.073,,4.068,11701.68,p2,p2,p2,x,p2,p2,0.988,0.016,0.622,0.33,0.18,0.49,,6.1,0.0013,13.12,0.028,2.61,0.103,,,0.172,10.469,,,,64
56,Franzluebers,Franzluebers_1999,FARM_15,FARM_n,,Grassland,Temperate,25,0.114,0.116,0.188,,3.394,2478.91,p2,p2,p2,x,p2,p2,1.016,0.016,0.611,0.33,0.18,0.49,,6.1,0.0013,13.12,0.028,2.61,0.326,,,0.559,34.059,,,,64
56,Franzluebers,Franzluebers_1999,FARM_15,FARM_n,,Grassland,Temperate,25,0.182,0.175,0.275,,2.041,109.85,p2,p2,p2,x,p2,p2,0.962,0.016,0.632,0.33,0.18,0.49,,6.1,0.0013,13.12,0.028,2.61,0.748,,,1.182,72.065,,,,64
56,Franzluebers,Franzluebers_1999,FARM_15,FARM_n,,Grassland,Temperate,25,0.228,0.212,0.327,,1.305,20.18,p2,p2,p2,x,p2,p2,0.931,0.016,0.644,0.33,0.18,0.49,,6.1,0.0013,13.12,0.028,2.61,0.845,,,1.357,82.746,,,,64
56,Franzluebers,Franzluebers_1999,FARM_15,FARM_n,,Grassland,Temperate,25,0.274,0.267,0.422,,0.975,9.43,p2,p2,p2,x,p2,p2,0.975,0.016,0.627,0.33,0.18,0.49,,6.1,0.0013,13.12,0.028,2.61,0.788,,,1.338,81.572,,,,64
56,Franzluebers,Franzluebers_1999,FARM_15,FARM_n,,Grassland,Temperate,25,0.32,0.305,0.476,,0.588,3.87,p2,p2,p2,x,p2,p2,0.952,0.016,0.635,0.33,0.18,0.49,,6.1,0.0013,13.12,0.028,2.61,0.97,,,1.548,94.372,,,,64
56,Franzluebers,Franzluebers_1999,FARM_15,FARM_n,,Grassland,Temperate,25,0.388,0.361,0.555,,0.433,2.71,p2,p2,p2,x,p2,p2,0.929,0.016,0.644,0.33,0.18,0.49,,6.1,0.0013,13.12,0.028,2.61,0.923,,,1.529,93.206,,,,64
56,Franzluebers,Franzluebers_1999,FARM_15,FARM_n,,Grassland,Temperate,25,0.456,0.468,0.764,,0.17,1.48,p2,p2,p2,x,p2,p2,1.027,0.016,0.607,0.33,0.18,0.49,,6.1,0.0013,13.12,0.028,2.61,1.029,,,1.569,95.695,,,,64
57,Literature,Gulledge1998,Gulledge1998_ST,Gulledge1998_Spruce,,Forest,Unknown,20,,,,,2.048,111.64,x,x,x,x,exp,exp,,0.067,,,,,0.69,,,,0.115,2.49,0.721,,,,,,,,66
57,Literature,Gulledge1998,Gulledge1998_ST,Gulledge1998_Spruce,,Forest,Unknown,20,,,,,2.138,137.42,x,x,x,x,exp,exp,,0.067,,,,,0.69,,,,0.115,2.49,1,,,,,,,,66
57,Literature,Gulledge1998,Gulledge1998_ST,Gulledge1998_Spruce,,Forest,Unknown,20,,,,,2.208,161.56,x,x,x,x,exp,exp,,0.067,,,,,0.69,,,,0.115,2.49,0.732,,,,,,,,66
57,Literature,Gulledge1998,Gulledge1998_ST,Gulledge1998_Spruce,,Forest,Unknown,20,,,,,2.359,228.32,x,x,x,x,exp,exp,,0.067,,,,,0.69,,,,0.115,2.49,0.421,,,,,,,,66
57,Literature,Gulledge1998,Gulledge1998_ST,Gulledge1998_Spruce,,Forest,Unknown,20,,,,,2.83,676.52,x,x,x,x,exp,exp,,0.067,,,,,0.69,,,,0.115,2.49,0.205,,,,,,,,66
57,Literature,Gulledge1998,Gulledge1998_ST,Gulledge1998_Spruce,,Forest,Unknown,20,,,,,3.84,6923.19,x,x,x,x,exp,exp,,0.067,,,,,0.69,,,,0.115,2.49,0.11,,,,,,,,66
58,Literature,Gulledge1998,Gulledge1998_BT,Gulledge1998_Birch,,Forest,Unknown,20,,,,,1.753,56.64,x,x,x,x,exp,exp,,0.054,,,,,0.54,,,,0.093,2.52,1,,,,,,,,67
58,Literature,Gulledge1998,Gulledge1998_BT,Gulledge1998_Birch,,Forest,Unknown,20,,,,,2.023,105.37,x,x,x,x,exp,exp,,0.054,,,,,0.54,,,,0.093,2.52,0.574,,,,,,,,67
58,Literature,Gulledge1998,Gulledge1998_BT,Gulledge1998_Birch,,Forest,Unknown,20,,,,,2.033,107.96,x,x,x,x,exp,exp,,0.054,,,,,0.54,,,,0.093,2.52,0.934,,,,,,,,67
58,Literature,Gulledge1998,Gulledge1998_BT,Gulledge1998_Birch,,Forest,Unknown,20,,,,,2.174,149.27,x,x,x,x,exp,exp,,0.054,,,,,0.54,,,,0.093,2.52,0.409,,,,,,,,67
58,Literature,Gulledge1998,Gulledge1998_BT,Gulledge1998_Birch,,Forest,Unknown,20,,,,,2.534,341.62,x,x,x,x,exp,exp,,0.054,,,,,0.54,,,,0.093,2.52,0.213,,,,,,,,67
58,Literature,Gulledge1998,Gulledge1998_BT,Gulledge1998_Birch,,Forest,Unknown,20,,,,,3.536,3433.34,x,x,x,x,exp,exp,,0.054,,,,,0.54,,,,0.093,2.52,0.142,,,,,,,,67
59,Literature,Gulledge1998,Gulledge1998_Ta,Gulledge1998_Taiga,,Forest,Unknown,20,,,,0.073,,,x,x,x,p3,x,x,,,,,,,,,,,,,0.106,,,,,,,,68
59,Literature,Gulledge1998,Gulledge1998_Ta,Gulledge1998_Taiga,,Forest,Unknown,20,,,,0.091,,,x,x,x,p3,x,x,,,,,,,,,,,,,0.141,,,,,,,,68
59,Literature,Gulledge1998,Gulledge1998_Ta,Gulledge1998_Taiga,,Forest,Unknown,20,,,,0.161,,,x,x,x,p3,x,x,,,,,,,,,,,,,0.197,,,,,,,,68
59,Literature,Gulledge1998,Gulledge1998_Ta,Gulledge1998_Taiga,,Forest,Unknown,20,,,,0.191,,,x,x,x,p3,x,x,,,,,,,,,,,,,0.204,,,,,,,,68
59,Literature,Gulledge1998,Gulledge1998_Ta,Gulledge1998_Taiga,,Forest,Unknown,20,,,,0.251,,,x,x,x,p3,x,x,,,,,,,,,,,,,0.414,,,,,,,,68
59,Literature,Gulledge1998,Gulledge1998_Ta,Gulledge1998_Taiga,,Forest,Unknown,20,,,,0.295,,,x,x,x,p3,x,x,,,,,,,,,,,,,0.396,,,,,,,,68
59,Literature,Gulledge1998,Gulledge1998_Ta,Gulledge1998_Taiga,,Forest,Unknown,20,,,,0.335,,,x,x,x,p3,x,x,,,,,,,,,,,,,0.725,,,,,,,,68
59,Literature,Gulledge1998,Gulledge1998_Ta,Gulledge1998_Taiga,,Forest,Unknown,20,,,,0.394,,,x,x,x,p3,x,x,,,,,,,,,,,,,0.565,,,,,,,,68
59,Literature,Gulledge1998,Gulledge1998_Ta,Gulledge1998_Taiga,,Forest,Unknown,20,,,,0.487,,,x,x,x,p3,x,x,,,,,,,,,,,,,0.92,,,,,,,,68
59,Literature,Gulledge1998,Gulledge1998_Ta,Gulledge1998_Taiga,,Forest,Unknown,20,,,,0.497,,,x,x,x,p3,x,x,,,,,,,,,,,,,0.706,,,,,,,,68
59,Literature,Gulledge1998,Gulledge1998_Ta,Gulledge1998_Taiga,,Forest,Unknown,20,,,,0.501,,,x,x,x,p3,x,x,,,,,,,,,,,,,0.977,,,,,,,,68
59,Literature,Gulledge1998,Gulledge1998_Ta,Gulledge1998_Taiga,,Forest,Unknown,20,,,,0.558,,,x,x,x,p3,x,x,,,,,,,,,,,,,1,,,,,,,,68
59,Literature,Gulledge1998,Gulledge1998_Ta,Gulledge1998_Taiga,,Forest,Unknown,20,,,,0.621,,,x,x,x,p3,x,x,,,,,,,,,,,,,0.956,,,,,,,,68
60,Ilstedt,Ilstedt et al 2000,MEND_Ac,MEND_Ac,,Forest,Tropical,20,,,,0.36,1.595,39.349,x,x,x,p2,p2,p2,0.6,0.023,0.769,0.4,0.3,0.3,,4.5,0.0026,8.72,0.039,2.6,0.936,,,1.385,35.513,,,,69
60,Ilstedt,Ilstedt et al 2000,MEND_Ac,MEND_Ac,,Forest,Tropical,20,,,,0.36,1.618,41.528,x,x,x,p2,p2,p2,0.6,0.023,0.769,0.4,0.3,0.3,,4.5,0.0026,8.72,0.039,2.6,0.858,,,1.27,32.564,,,,69
60,Ilstedt,Ilstedt et al 2000,MEND_Ac,MEND_Ac,,Forest,Tropical,20,,,,0.36,1.658,45.45,x,x,x,p2,p2,p2,0.6,0.023,0.769,0.4,0.3,0.3,,4.5,0.0026,8.72,0.039,2.6,0.855,,,1.265,32.436,,,,69
60,Ilstedt,Ilstedt et al 2000,MEND_Ac,MEND_Ac,,Forest,Tropical,20,,,,0.42,1.188,15.43,x,x,x,p2,p2,p2,0.6,0.023,0.769,0.4,0.3,0.3,,4.5,0.0026,8.72,0.039,2.6,0.963,,,1.425,36.538,,,,69
60,Ilstedt,Ilstedt et al 2000,MEND_Ac,MEND_Ac,,Forest,Tropical,20,,,,0.42,1.24,17.358,x,x,x,p2,p2,p2,0.6,0.023,0.769,0.4,0.3,0.3,,4.5,0.0026,8.72,0.039,2.6,0.902,,,1.335,34.231,,,,69
60,Ilstedt,Ilstedt et al 2000,MEND_Ac,MEND_Ac,,Forest,Tropical,20,,,,0.42,1.308,20.335,x,x,x,p2,p2,p2,0.6,0.023,0.769,0.4,0.3,0.3,,4.5,0.0026,8.72,0.039,2.6,1.01,,,1.495,38.333,,,,69
60,Ilstedt,Ilstedt et al 2000,MEND_Ac,MEND_Ac,,Forest,Tropical,20,,,,0.48,0.754,5.672,x,x,x,p2,p2,p2,0.6,0.023,0.769,0.4,0.3,0.3,,4.5,0.0026,8.72,0.039,2.6,0.959,,,1.42,36.41,,,,69
60,Ilstedt,Ilstedt et al 2000,MEND_Ac,MEND_Ac,,Forest,Tropical,20,,,,0.48,0.845,6.992,x,x,x,p2,p2,p2,0.6,0.023,0.769,0.4,0.3,0.3,,4.5,0.0026,8.72,0.039,2.6,1.01,,,1.495,38.333,,,,69
60,Ilstedt,Ilstedt et al 2000,MEND_Ac,MEND_Ac,,Forest,Tropical,20,,,,0.48,0.876,7.51,x,x,x,p2,p2,p2,0.6,0.023,0.769,0.4,0.3,0.3,,4.5,0.0026,8.72,0.039,2.6,1.061,,,1.57,40.256,,,,69
60,Ilstedt,Ilstedt et al 2000,MEND_Ac,MEND_Ac,,Forest,Tropical,20,,,,0.48,0.92,8.318,x,x,x,p2,p2,p2,0.6,0.023,0.769,0.4,0.3,0.3,,4.5,0.0026,8.72,0.039,2.6,0.912,,,1.35,34.615,,,,69
60,Ilstedt,Ilstedt et al 2000,MEND_Ac,MEND_Ac,,Forest,Tropical,20,,,,0.54,0.537,3.446,x,x,x,p2,p2,p2,0.6,0.023,0.769,0.4,0.3,0.3,,4.5,0.0026,8.72,0.039,2.6,1.034,,,1.53,39.231,,,,69
60,Ilstedt,Ilstedt et al 2000,MEND_Ac,MEND_Ac,,Forest,Tropical,20,,,,0.54,0.638,4.342,x,x,x,p2,p2,p2,0.6,0.023,0.769,0.4,0.3,0.3,,4.5,0.0026,8.72,0.039,2.6,1.054,,,1.56,40,,,,69
60,Ilstedt,Ilstedt et al 2000,MEND_Ac,MEND_Ac,,Forest,Tropical,20,,,,0.54,0.71,5.133,x,x,x,p2,p2,p2,0.6,0.023,0.769,0.4,0.3,0.3,,4.5,0.0026,8.72,0.039,2.6,0.956,,,1.415,36.282,,,,69
60,Ilstedt,Ilstedt et al 2000,MEND_Ac,MEND_Ac,,Forest,Tropical,20,,,,0.54,0.713,5.168,x,x,x,p2,p2,p2,0.6,0.023,0.769,0.4,0.3,0.3,,4.5,0.0026,8.72,0.039,2.6,1.01,,,1.495,38.333,,,,69
60,Ilstedt,Ilstedt et al 2000,MEND_Ac,MEND_Ac,,Forest,Tropical,20,,,,0.6,0.515,3.273,x,x,x,p2,p2,p2,0.6,0.023,0.769,0.4,0.3,0.3,,4.5,0.0026,8.72,0.039,2.6,1.017,,,1.505,38.59,,,,69
60,Ilstedt,Ilstedt et al 2000,MEND_Ac,MEND_Ac,,Forest,Tropical,20,,,,0.6,0.585,3.844,x,x,x,p2,p2,p2,0.6,0.023,0.769,0.4,0.3,0.3,,4.5,0.0026,8.72,0.039,2.6,0.932,,,1.38,35.385,,,,69
60,Ilstedt,Ilstedt et al 2000,MEND_Ac,MEND_Ac,,Forest,Tropical,20,,,,0.6,0.593,3.913,x,x,x,p2,p2,p2,0.6,0.023,0.769,0.4,0.3,0.3,,4.5,0.0026,8.72,0.039,2.6,0.959,,,1.42,36.41,,,,69
